AP MAC,zoneId,apGroupId,AP Serial,AP Name,Zone Name,AP Description,AP Location,AP S/W Version,wifi24Channel,wifi50Channel,NAS IP (externalIp),NAS Port (externalPort),AP IP,AP Provisioned Method,AP Approved Time,AP Last Seen,Connected Client counts,Management VLAN
00:E6:3A:0C:3D:20,b4187899-38ae-4ace-8e40-0bc444455156,72ba1877-1ba4-4775-927d-6d4d38a14a5c,2.12E+11,4.05E+15,Staging Zone,0,0,116.0.0.0.1655,0,0,122.187.114.214,59348,10.0.16.12,Discovered,1.70E+12,1.70E+12,0,0
10:F0:68:1E:71:E0,6294a7b9-4159-490d-aea5-53e6d783c37a,f46f72c6-3687-4b2b-b0d3-c8c0eb9af014,1.62E+11,4.04E+15,Dr.LAL PATH LAB,"12th Floor,Inside Commercial-1","Sec-38, Gurugram",5.2.2.0.301,11,64,61.246.202.54,35548,10.0.0.11,Discovered,1.66E+12,1.71E+12,7,1
10:F0:68:26:3A:D0,1e51e3ab-766f-4875-9894-1787f4cf55c9,e299b84e-e312-49c5-acdb-696eaaa509da,1.92E+11,4.05E+15,JAIN VVPuram 1,"G-Floor,Inside Arka room",Bangalore,5.2.2.0.301,3,64,122.187.95.182,34600,172.16.131.71,Discovered,1.68E+12,1.71E+12,0,1
10:F0:68:26:63:F0,6f5a0bc9-5369-4f7b-b848-d7f4d850af1e,a9db943b-6679-4f4f-b6e2-779155165c85,1.92E+11,4.04E+15,Bharti (RBM) Holdings,"Kitchen,38, Amrita Shergill Marg, new Delhi 110011",DELHI,5.2.2.0.301,1,136,61.246.79.139,34023,10.0.25.10,Discovered,1.68E+12,1.71E+12,0,1
10:F0:68:26:8E:D0,6294a7b9-4159-490d-aea5-53e6d783c37a,f46f72c6-3687-4b2b-b0d3-c8c0eb9af014,1.92E+11,4.04E+15,Dr.LAL PATH LAB,"12th Floor,insid Dr Lal","Sec-38, Gurugram",5.2.2.0.301,1,161,61.246.202.54,34937,10.0.0.2,Discovered,1.66E+12,1.71E+12,1,1
10:F0:68:26:94:80,6294a7b9-4159-490d-aea5-53e6d783c37a,f46f72c6-3687-4b2b-b0d3-c8c0eb9af014,1.92E+11,4.04E+15,Dr.LAL PATH LAB,"12th Floor,Near HR-1","Sec-38, Gurugram",5.2.2.0.301,6,56,61.246.202.54,58879,10.0.0.7,Discovered,1.66E+12,1.71E+12,9,1
10:F0:68:26:AE:50,6294a7b9-4159-490d-aea5-53e6d783c37a,f46f72c6-3687-4b2b-b0d3-c8c0eb9af014,1.92E+11,4.04E+15,Dr.LAL PATH LAB,"10th Floor,Near Priject Area 2","Sec-38, Gurugram",5.2.2.0.301,1,112,61.246.202.54,48717,10.0.0.17,Discovered,1.66E+12,1.71E+12,7,1
10:F0:68:26:B8:10,6294a7b9-4159-490d-aea5-53e6d783c37a,f46f72c6-3687-4b2b-b0d3-c8c0eb9af014,1.92E+11,4.04E+15,Dr.LAL PATH LAB,"12th Floor,Inside Commercial-1","Sec-38, Gurugram",5.2.2.0.301,6,136,61.246.202.54,51873,10.0.0.12,Discovered,1.66E+12,1.71E+12,23,1
10:F0:68:26:C4:80,6294a7b9-4159-490d-aea5-53e6d783c37a,f46f72c6-3687-4b2b-b0d3-c8c0eb9af014,1.92E+11,4.04E+15,Dr.LAL PATH LAB,"10th Floor,Inside 10th Finance -1","Sec-38, Gurugram",5.2.2.0.301,6,136,61.246.202.54,38775,10.0.0.19,Discovered,1.66E+12,1.71E+12,4,1
10:F0:68:26:CD:10,1e51e3ab-766f-4875-9894-1787f4cf55c9,e299b84e-e312-49c5-acdb-696eaaa509da,1.92E+11,4.05E+15,JAIN VVPuram 1,"G-Floor,Inside EDP office",Bangalore,5.2.2.0.301,2,52,122.187.95.182,37292,172.16.131.73,Discovered,1.68E+12,1.71E+12,0,1
10:F0:68:26:CD:A0,6294a7b9-4159-490d-aea5-53e6d783c37a,f46f72c6-3687-4b2b-b0d3-c8c0eb9af014,1.92E+11,4.04E+15,Dr.LAL PATH LAB,"10th Floor,Inside 10th HR -2","Sec-38, Gurugram",5.2.2.0.301,11,56,61.246.202.54,45893,10.0.0.24,Discovered,1.66E+12,1.71E+12,12,1
10:F0:68:26:CF:E0,6294a7b9-4159-490d-aea5-53e6d783c37a,f46f72c6-3687-4b2b-b0d3-c8c0eb9af014,1.92E+11,4.04E+15,Dr.LAL PATH LAB,"10th Floor,Near IT - 3","Sec-38, Gurugram",5.2.2.0.301,1,40,61.246.202.54,34439,10.0.0.15,Discovered,1.66E+12,1.71E+12,9,1
10:F0:68:26:D2:60,6294a7b9-4159-490d-aea5-53e6d783c37a,f46f72c6-3687-4b2b-b0d3-c8c0eb9af014,1.92E+11,4.04E+15,Dr.LAL PATH LAB,"12th Floor,Inside Finance-1","Sec-38, Gurugram",5.2.2.0.301,11,132,61.246.202.54,47429,10.0.0.9,Discovered,1.66E+12,1.71E+12,13,1
10:F0:68:26:D4:50,6294a7b9-4159-490d-aea5-53e6d783c37a,f46f72c6-3687-4b2b-b0d3-c8c0eb9af014,1.92E+11,4.04E+15,Dr.LAL PATH LAB,"10th Floor,Inside 10th HR -1","Sec-38, Gurugram",5.2.2.0.301,11,124,61.246.202.54,59728,10.0.0.23,Discovered,1.66E+12,1.71E+12,11,1
10:F0:68:26:E2:F0,6294a7b9-4159-490d-aea5-53e6d783c37a,f46f72c6-3687-4b2b-b0d3-c8c0eb9af014,1.92E+11,4.04E+15,Dr.LAL PATH LAB,"10th Floor,Near Priject Area 1","Sec-38, Gurugram",5.2.2.0.301,1,153,61.246.202.54,54369,10.0.0.16,Discovered,1.66E+12,1.71E+12,10,1
10:F0:68:26:E5:A0,6294a7b9-4159-490d-aea5-53e6d783c37a,f46f72c6-3687-4b2b-b0d3-c8c0eb9af014,1.92E+11,4.04E+15,Dr.LAL PATH LAB,"10th Floor,Inside 10th Finance -2","Sec-38, Gurugram",5.2.2.0.301,1,161,61.246.202.54,52699,10.0.0.22,Discovered,1.66E+12,1.71E+12,7,1
10:F0:68:26:E8:50,6f5a0bc9-5369-4f7b-b848-d7f4d850af1e,a9db943b-6679-4f4f-b6e2-779155165c85,1.92E+11,4.04E+15,Bharti (RBM) Holdings,"Dressing Room,38, Amrita Shergill Marg, new Delhi 110013",DELHI,5.2.2.0.301,11,153,61.246.79.139,35782,10.0.25.12,Discovered,1.68E+12,1.71E+12,1,1
10:F0:68:26:EB:A0,6294a7b9-4159-490d-aea5-53e6d783c37a,f46f72c6-3687-4b2b-b0d3-c8c0eb9af014,1.92E+11,4.04E+15,Dr.LAL PATH LAB,"10th Floor,Near Everest","Sec-38, Gurugram",5.2.2.0.301,11,116,61.246.202.54,47417,10.0.0.25,Discovered,1.66E+12,1.71E+12,5,1
10:F0:68:26:ED:30,6294a7b9-4159-490d-aea5-53e6d783c37a,f46f72c6-3687-4b2b-b0d3-c8c0eb9af014,1.92E+11,4.04E+15,Dr.LAL PATH LAB,"10th Floor,Near IT - 2","Sec-38, Gurugram",5.2.2.0.301,6,132,61.246.202.54,34196,10.0.0.27,Discovered,1.66E+12,1.71E+12,3,1
10:F0:68:26:ED:C0,6294a7b9-4159-490d-aea5-53e6d783c37a,f46f72c6-3687-4b2b-b0d3-c8c0eb9af014,1.92E+11,4.04E+15,Dr.LAL PATH LAB,"10th Floor,Near IT - 1","Sec-38, Gurugram",5.2.2.0.301,1,100,61.246.202.54,56644,10.0.0.26,Discovered,1.66E+12,1.71E+12,3,1
10:F0:68:27:02:D0,6f5a0bc9-5369-4f7b-b848-d7f4d850af1e,a9db943b-6679-4f4f-b6e2-779155165c85,1.92E+11,4.04E+15,Bharti (RBM) Holdings,"Central Hut Yard,38, Amrita Shergill Marg, new Delhi 110014",DELHI,5.2.2.0.301,6,120,61.246.79.139,51511,10.0.25.13,Discovered,1.68E+12,1.71E+12,0,1
10:F0:68:27:05:50,6f5a0bc9-5369-4f7b-b848-d7f4d850af1e,a9db943b-6679-4f4f-b6e2-779155165c85,1.92E+11,4.04E+15,Bharti (RBM) Holdings,"Study Fire Area,38, Amrita Shergill Marg, new Delhi 110012",DELHI,5.2.2.0.301,1,64,61.246.79.139,49943,10.0.25.11,Discovered,1.68E+12,1.71E+12,2,1
10:F0:68:27:0C:60,6294a7b9-4159-490d-aea5-53e6d783c37a,f46f72c6-3687-4b2b-b0d3-c8c0eb9af014,1.92E+11,4.04E+15,Dr.LAL PATH LAB,"12th Floor,Near reception","Sec-38, Gurugram",5.2.2.0.301,6,108,61.246.202.54,46312,10.0.0.13,Discovered,1.66E+12,1.71E+12,0,1
10:F0:68:27:18:50,6294a7b9-4159-490d-aea5-53e6d783c37a,f46f72c6-3687-4b2b-b0d3-c8c0eb9af014,1.92E+11,4.04E+15,Dr.LAL PATH LAB,"12th Floor,Near Dr Vandana","Sec-38, Gurugram",5.2.2.0.301,1,149,61.246.202.54,55899,10.0.0.6,Discovered,1.66E+12,1.71E+12,10,1
10:F0:68:27:1F:90,6294a7b9-4159-490d-aea5-53e6d783c37a,f46f72c6-3687-4b2b-b0d3-c8c0eb9af014,1.92E+11,4.04E+15,Dr.LAL PATH LAB,"12th Floor,Near Dr om","Sec-38, Gurugram",5.2.2.0.301,1,128,61.246.202.54,35395,10.0.0.3,Discovered,1.66E+12,1.71E+12,0,1
10:F0:68:27:25:90,6294a7b9-4159-490d-aea5-53e6d783c37a,f46f72c6-3687-4b2b-b0d3-c8c0eb9af014,1.92E+11,4.04E+15,Dr.LAL PATH LAB,"12th Floor,Insid Bord Room","Sec-38, Gurugram",5.2.2.0.301,11,36,61.246.202.54,35349,10.0.0.4,Discovered,1.66E+12,1.71E+12,1,1
10:F0:68:27:2F:10,6294a7b9-4159-490d-aea5-53e6d783c37a,f46f72c6-3687-4b2b-b0d3-c8c0eb9af014,1.92E+11,4.04E+15,Dr.LAL PATH LAB,"10th Floor,Inside 10th Mktg -2","Sec-38, Gurugram",5.2.2.0.301,6,64,61.246.202.54,54404,10.0.0.21,Discovered,1.66E+12,1.71E+12,11,1
10:F0:68:27:2F:70,6294a7b9-4159-490d-aea5-53e6d783c37a,f46f72c6-3687-4b2b-b0d3-c8c0eb9af014,1.92E+11,4.04E+15,Dr.LAL PATH LAB,"10th Floor,Inside CEO Cabin","Sec-38, Gurugram",5.2.2.0.301,11,48,61.246.202.54,44368,10.0.0.18,Discovered,1.66E+12,1.71E+12,5,1
10:F0:68:27:48:70,6294a7b9-4159-490d-aea5-53e6d783c37a,f46f72c6-3687-4b2b-b0d3-c8c0eb9af014,1.92E+11,4.04E+15,Dr.LAL PATH LAB,"12th Floor,Near CFO","Sec-38, Gurugram",5.2.2.0.301,1,104,61.246.202.54,35231,10.0.0.8,Discovered,1.66E+12,1.71E+12,14,1
10:F0:68:27:49:80,6294a7b9-4159-490d-aea5-53e6d783c37a,f46f72c6-3687-4b2b-b0d3-c8c0eb9af014,1.92E+11,4.04E+15,Dr.LAL PATH LAB,"12th Floor,Inside Finance-1","Sec-38, Gurugram",5.2.2.0.301,11,161,61.246.202.54,48385,10.0.0.10,Discovered,1.66E+12,1.71E+12,2,1
10:F0:68:27:4E:20,6294a7b9-4159-490d-aea5-53e6d783c37a,f46f72c6-3687-4b2b-b0d3-c8c0eb9af014,1.92E+11,4.04E+15,Dr.LAL PATH LAB,"12th Floor,Near HR-1","Sec-38, Gurugram",5.2.2.0.301,6,116,61.246.202.54,51242,10.0.0.5,Discovered,1.66E+12,1.71E+12,4,1
10:F0:68:27:6A:D0,6294a7b9-4159-490d-aea5-53e6d783c37a,f46f72c6-3687-4b2b-b0d3-c8c0eb9af014,1.92E+11,4.04E+15,Dr.LAL PATH LAB,"10th Floor,Inside CIO","Sec-38, Gurugram",5.2.2.0.301,1,48,61.246.202.54,34015,10.0.0.14,Discovered,1.66E+12,1.71E+12,2,1
10:F0:68:27:6B:90,6294a7b9-4159-490d-aea5-53e6d783c37a,f46f72c6-3687-4b2b-b0d3-c8c0eb9af014,1.92E+11,4.04E+15,Dr.LAL PATH LAB,"10th Floor,Inside 10th Mktg -1","Sec-38, Gurugram",5.2.2.0.301,6,153,61.246.202.54,47592,10.0.0.20,Discovered,1.66E+12,1.71E+12,13,1
10:F0:68:27:6E:30,6f5a0bc9-5369-4f7b-b848-d7f4d850af1e,a9db943b-6679-4f4f-b6e2-779155165c85,1.92E+11,4.04E+15,Bharti (RBM) Holdings,"Study Entrance,38, Amrita Shergill Marg, new Delhi 110010",DELHI,5.2.2.0.301,6,153,61.246.79.139,53682,10.0.25.9,Discovered,1.68E+12,1.71E+12,0,1
10:F0:68:27:74:00,fd698fd8-9dc3-42b0-9200-cbe1231f9974,6961b71b-9477-4df0-b1d5-3ee51e422033,1.92E+11,4.04E+15,RBM FARM HOUSE,"FF,rajit 1",CHATARPUR,5.2.2.0.301,11,124,122.180.84.94,46616,10.0.24.136,Discovered,1.70E+12,1.71E+12,1,1
10:F0:68:27:78:20,1e51e3ab-766f-4875-9894-1787f4cf55c9,e299b84e-e312-49c5-acdb-696eaaa509da,1.92E+11,4.05E+15,JAIN VVPuram 1,"G-Floor,Inside Principal room",Bangalore,5.2.2.0.301,7,153,122.187.95.182,58765,172.16.131.70,Discovered,1.68E+12,1.71E+12,0,1
10:F0:68:31:DB:B0,6223dd59-e6db-4311-947a-477e3a4f5636,0a3ad4aa-7663-42f9-8ef3-8cec99cc3e8b,3.32E+11,4.05E+15,BAJAJ FINSERV VENTURES LIMITED,BAJAJ FINSERV VENTURES LIMITED,Goregaon,5.2.2.0.301,6,60,125.21.213.91,58877,10.0.2.75,Discovered,1.69E+12,1.71E+12,3,1
10:F0:68:33:09:00,6223dd59-e6db-4311-947a-477e3a4f5636,0a3ad4aa-7663-42f9-8ef3-8cec99cc3e8b,3.42E+11,4.04E+15,BAJAJ FINSERV VENTURES LIMITED,BAJAJ FINSERV VENTURES LIMITED,THIRUVANANTHPURAM,5.2.2.0.301,1,132,122.187.69.43,46037,10.0.18.10,Discovered,1.71E+12,1.71E+12,0,1
10:F0:68:33:17:A0,6223dd59-e6db-4311-947a-477e3a4f5636,0a3ad4aa-7663-42f9-8ef3-8cec99cc3e8b,3.42E+11,4.04E+15,BAJAJ FINSERV VENTURES LIMITED,BAJAJ FINSERV VENTURES LIMITED,MADURAI,5.2.2.0.301,6,52,125.22.154.43,58230,10.0.12.114,Discovered,1.69E+12,1.71E+12,1,1
10:F0:68:33:17:E0,6223dd59-e6db-4311-947a-477e3a4f5636,0a3ad4aa-7663-42f9-8ef3-8cec99cc3e8b,3.42E+11,4.04E+15,BAJAJ FINSERV VENTURES LIMITED,BAJAJ FINSERV VENTURES LIMITED,ANNASALAI,5.2.2.0.301,6,44,122.186.115.251,33351,10.0.12.122,Discovered,1.68E+12,1.71E+12,9,1
10:F0:68:33:18:30,6223dd59-e6db-4311-947a-477e3a4f5636,0a3ad4aa-7663-42f9-8ef3-8cec99cc3e8b,3.42E+11,4.06E+15,BAJAJ FINSERV VENTURES LIMITED,BAJAJ FINSERV VENTURES LIMITED,ASSAM,5.2.2.0.301,11,112,125.21.111.203,47315,10.0.40.2,Discovered,1.68E+12,1.71E+12,2,1
10:F0:68:33:18:80,6223dd59-e6db-4311-947a-477e3a4f5636,0a3ad4aa-7663-42f9-8ef3-8cec99cc3e8b,3.42E+11,4.05E+15,BAJAJ FINSERV VENTURES LIMITED,BAJAJ FINSERV VENTURES LIMITED,AHMEDABAD,5.2.2.0.301,1,48,125.21.218.51,42334,10.0.15.3,Discovered,1.69E+12,1.71E+12,11,1
10:F0:68:33:18:E0,6223dd59-e6db-4311-947a-477e3a4f5636,0a3ad4aa-7663-42f9-8ef3-8cec99cc3e8b,3.42E+11,4.05E+15,BAJAJ FINSERV VENTURES LIMITED,BAJAJ FINSERV VENTURES LIMITED,AURANGABAD,5.2.2.0.301,1,120,125.21.103.195,39145,10.0.4.34,Discovered,1.69E+12,1.71E+12,4,1
10:F0:68:33:19:30,6223dd59-e6db-4311-947a-477e3a4f5636,0a3ad4aa-7663-42f9-8ef3-8cec99cc3e8b,3.42E+11,4.04E+15,BAJAJ FINSERV VENTURES LIMITED,BAJAJ FINSERV VENTURES LIMITED,ANNASALAI,5.2.2.0.301,1,108,122.186.115.251,40206,10.0.12.123,Discovered,1.69E+12,1.71E+12,6,1
10:F0:68:33:19:F0,6223dd59-e6db-4311-947a-477e3a4f5636,0a3ad4aa-7663-42f9-8ef3-8cec99cc3e8b,3.42E+11,4.04E+15,BAJAJ FINSERV VENTURES LIMITED,BAJAJ FINSERV VENTURES,TIRUCHIRAPALLI,5.2.2.0.301,1,112,122.184.92.147,39934,10.0.12.170,Discovered,1.69E+12,1.71E+12,2,1
10:F0:68:33:1A:20,6223dd59-e6db-4311-947a-477e3a4f5636,0a3ad4aa-7663-42f9-8ef3-8cec99cc3e8b,3.42E+11,4.05E+15,BAJAJ FINSERV VENTURES LIMITED,BAJAJ FINSERV VENTURES LIMITED,BANGALORE,5.2.2.0.301,11,136,125.21.128.3,38734,10.0.7.2,Discovered,1.68E+12,1.71E+12,2,1
10:F0:68:33:1A:90,6223dd59-e6db-4311-947a-477e3a4f5636,0a3ad4aa-7663-42f9-8ef3-8cec99cc3e8b,3.42E+11,4.05E+15,BAJAJ FINSERV VENTURES LIMITED,BAJAJ FINSERV VENTURES LIMITED,MANGALORE,5.2.2.0.301,1,124,125.17.105.179,46912,10.0.7.66,Discovered,1.69E+12,1.71E+12,2,1
10:F0:68:33:1A:A0,6223dd59-e6db-4311-947a-477e3a4f5636,0a3ad4aa-7663-42f9-8ef3-8cec99cc3e8b,3.42E+11,4.05E+15,BAJAJ FINSERV VENTURES LIMITED,BAJAJ FINSERV VENTURES LIMITED,HYDERABAD,5.2.2.0.301,1,116,125.21.104.211,45483,10.0.30.58,Discovered,1.69E+12,1.71E+12,23,1
10:F0:68:33:1B:C0,6223dd59-e6db-4311-947a-477e3a4f5636,0a3ad4aa-7663-42f9-8ef3-8cec99cc3e8b,3.42E+11,4.06E+15,BAJAJ FINSERV VENTURES LIMITED,BAJAJ FINSERV VENTURES LIMITED,KARNAL,5.2.2.0.301,1,116,122.187.6.99,55910,10.0.42.10,Discovered,1.69E+12,1.71E+12,3,1
10:F0:68:33:1C:00,6223dd59-e6db-4311-947a-477e3a4f5636,0a3ad4aa-7663-42f9-8ef3-8cec99cc3e8b,3.42E+11,4.04E+15,BAJAJ FINSERV VENTURES LIMITED,BAJAJ FINSERV VENTURES LIMITED,DELHI,5.2.2.0.301,1,128,125.21.136.131,53383,10.0.24.66,Discovered,1.69E+12,1.71E+12,20,1
10:F0:68:33:1E:A0,6223dd59-e6db-4311-947a-477e3a4f5636,0a3ad4aa-7663-42f9-8ef3-8cec99cc3e8b,3.42E+11,4.05E+15,BAJAJ FINSERV VENTURES LIMITED,BAJAJ FINSERV VENTURES LIMITED,Vadodra,5.2.2.0.301,6,124,182.78.62.147,39997,10.0.15.18,Discovered,1.69E+12,1.71E+12,9,1
10:F0:68:33:1F:50,6223dd59-e6db-4311-947a-477e3a4f5636,0a3ad4aa-7663-42f9-8ef3-8cec99cc3e8b,3.42E+11,4.06E+15,BAJAJ FINSERV VENTURES LIMITED,BAJAJ FINSERV VENTURES LIMITED,LUCKNOW,5.2.2.0.301,6,136,125.21.150.67,55828,10.0.52.18,Discovered,1.69E+12,1.71E+12,39,1
10:F0:68:33:25:10,6223dd59-e6db-4311-947a-477e3a4f5636,0a3ad4aa-7663-42f9-8ef3-8cec99cc3e8b,3.42E+11,4.05E+15,BAJAJ FINSERV VENTURES LIMITED,BAJAJ FINSERV VENTURES LIMITED,JABALPUR,5.2.2.0.301,1,108,125.16.167.27,34120,10.0.46.2,Discovered,1.69E+12,1.71E+12,1,1
10:F0:68:33:25:20,6223dd59-e6db-4311-947a-477e3a4f5636,0a3ad4aa-7663-42f9-8ef3-8cec99cc3e8b,3.42E+11,4.06E+16,BAJAJ FINSERV VENTURES LIMITED,BAJAJ FINSERV VENTURES LIMITED,Bhubaneswar ORISSA,5.2.2.0.301,1,108,125.21.111.195,57835,10.0.40.10,Discovered,1.68E+12,1.71E+12,0,1
10:F0:68:33:41:00,6223dd59-e6db-4311-947a-477e3a4f5636,0a3ad4aa-7663-42f9-8ef3-8cec99cc3e8b,3.42E+11,4.04E+15,BAJAJ FINSERV VENTURES LIMITED,BAJAJ FINSERV VENTURES LIMITED,ERODE,5.2.2.0.301,6,44,125.21.114.3,59314,10.0.12.106,Discovered,1.69E+12,1.71E+12,9,1
10:F0:68:33:4B:70,6223dd59-e6db-4311-947a-477e3a4f5636,0a3ad4aa-7663-42f9-8ef3-8cec99cc3e8b,3.32E+11,4.06E+16,BAJAJ FINSERV VENTURES LIMITED,BAJAJ FINSERV VENTURES LIMITED,CUTTACK ORISSA,5.2.2.0.301,1,60,125.20.167.75,50027,10.0.40.18,Discovered,1.70E+12,1.71E+12,2,1
10:F0:68:33:57:90,6223dd59-e6db-4311-947a-477e3a4f5636,0a3ad4aa-7663-42f9-8ef3-8cec99cc3e8b,3.32E+11,4.06E+15,BAJAJ FINSERV VENTURES LIMITED,BAJAJ FINSERV VENTURES LIMITED,DEHRADUN,5.2.2.0.301,1,64,122.186.179.11,43180,10.0.52.10,Discovered,1.68E+12,1.71E+12,3,1
10:F0:68:33:61:E0,6223dd59-e6db-4311-947a-477e3a4f5636,0a3ad4aa-7663-42f9-8ef3-8cec99cc3e8b,3.42E+11,4.04E+15,BAJAJ FINSERV VENTURES LIMITED,BAJAJ FINSERV VENTURES LIMITED,SALEM,5.2.2.0.301,1,132,61.246.176.27,40800,10.0.12.162,Discovered,1.69E+12,1.71E+12,0,1
10:F0:68:33:61:F0,6223dd59-e6db-4311-947a-477e3a4f5636,0a3ad4aa-7663-42f9-8ef3-8cec99cc3e8b,3.42E+11,4.05E+15,BAJAJ FINSERV VENTURES LIMITED,BAJAJ FINSERV VENTURES LIMITED,VIJAYWADA,5.2.2.0.301,11,161,1.6.79.77,60909,10.0.30.42,Discovered,1.68E+12,1.71E+12,7,1
10:F0:68:33:63:40,6223dd59-e6db-4311-947a-477e3a4f5636,0a3ad4aa-7663-42f9-8ef3-8cec99cc3e8b,3.42E+11,4.05E+15,BAJAJ FINSERV VENTURES LIMITED,BAJAJ FINSERV VENTURES LIMITED,SURAT,5.2.2.0.301,6,116,125.21.223.187,50987,10.0.15.10,Discovered,1.68E+12,1.71E+12,17,1
10:F0:68:33:63:E0,6223dd59-e6db-4311-947a-477e3a4f5636,0a3ad4aa-7663-42f9-8ef3-8cec99cc3e8b,3.42E+11,4.05E+15,BAJAJ FINSERV VENTURES LIMITED,BAJAJ FINSERV VENTURES LIMITED,VISHAKHAPATNAM,5.2.2.0.301,11,132,125.21.31.203,33520,10.0.30.34,Discovered,1.68E+12,1.71E+12,3,1
10:F0:68:33:64:40,6223dd59-e6db-4311-947a-477e3a4f5636,0a3ad4aa-7663-42f9-8ef3-8cec99cc3e8b,3.42E+11,4.05E+15,BAJAJ FINSERV VENTURES LIMITED,BAJAJ FINSERV VENTURES LIMITED,UDAIPUR,5.2.2.0.301,6,136,125.21.117.171,54949,10.0.32.18,Discovered,1.69E+12,1.71E+12,1,1
10:F0:68:33:64:A0,6223dd59-e6db-4311-947a-477e3a4f5636,0a3ad4aa-7663-42f9-8ef3-8cec99cc3e8b,3.42E+11,4.05E+15,BAJAJ FINSERV VENTURES LIMITED,BAJAJ FINSERV VENTURES LIMITED,Indore,5.2.2.0.301,6,124,182.78.16.187,49249,10.0.46.18,Discovered,1.69E+12,1.71E+12,6,1
10:F0:68:33:64:E0,6223dd59-e6db-4311-947a-477e3a4f5636,0a3ad4aa-7663-42f9-8ef3-8cec99cc3e8b,3.42E+11,4.05E+15,BAJAJ FINSERV VENTURES LIMITED,BAJAJ FINSERV VENTURES LIMITED,JAIPUR,5.2.2.0.301,1,136,1.6.41.157,32828,10.0.32.2,Discovered,1.68E+12,1.70E+12,0,1
10:F0:68:33:65:10,6223dd59-e6db-4311-947a-477e3a4f5636,0a3ad4aa-7663-42f9-8ef3-8cec99cc3e8b,3.42E+11,4.05E+15,BAJAJ FINSERV VENTURES LIMITED,BAJAJ FINSERV VENTURES LIMITED,UJJAIN,5.2.2.0.301,1,108,125.21.24.251,35945,10.0.46.10,Discovered,1.68E+12,1.71E+12,4,1
10:F0:68:33:67:10,6223dd59-e6db-4311-947a-477e3a4f5636,0a3ad4aa-7663-42f9-8ef3-8cec99cc3e8b,3.42E+11,4.04E+15,BAJAJ FINSERV VENTURES LIMITED,BAJAJ FINSERV VENTURE,DURGAPUR,5.2.2.0.301,6,116,125.21.111.131,40187,10.0.10.26,Discovered,1.69E+12,1.71E+12,0,1
10:F0:68:33:79:60,6223dd59-e6db-4311-947a-477e3a4f5636,0a3ad4aa-7663-42f9-8ef3-8cec99cc3e8b,3.42E+11,4.06E+15,BAJAJ FINSERV VENTURES LIMITED,BAJAJ FINSERV VENTURES LIMITED,AGRA,5.2.2.0.301,1,112,125.21.137.83,57808,10.0.52.26,Discovered,1.69E+12,1.71E+12,2,1
10:F0:68:33:80:40,6223dd59-e6db-4311-947a-477e3a4f5636,0a3ad4aa-7663-42f9-8ef3-8cec99cc3e8b,3.42E+11,4.04E+15,BAJAJ FINSERV VENTURES LIMITED,BAJAJ FINSERV VENTURES LIMITED,DELHI,5.2.2.0.301,6,64,125.21.136.131,37577,10.0.24.67,Discovered,1.68E+12,1.71E+12,12,1
10:F0:68:33:81:C0,6223dd59-e6db-4311-947a-477e3a4f5636,0a3ad4aa-7663-42f9-8ef3-8cec99cc3e8b,3.42E+11,4.04E+15,BAJAJ FINSERV VENTURES LIMITED,BAJAJ FINSERV VENTURES LIMITED,COCHI,5.2.2.0.301,1,36,125.21.113.43,41477,10.0.18.3,Discovered,1.69E+12,1.71E+12,2,1
10:F0:68:33:82:10,6223dd59-e6db-4311-947a-477e3a4f5636,0a3ad4aa-7663-42f9-8ef3-8cec99cc3e8b,3.42E+11,4.05E+15,BAJAJ FINSERV VENTURES LIMITED,BAJAJ FINSERV VENTURES LIMITED,HYDERABAD,5.2.2.0.301,1,108,125.21.104.211,46435,10.0.30.59,Discovered,1.69E+12,1.71E+12,9,1
10:F0:68:33:85:00,6223dd59-e6db-4311-947a-477e3a4f5636,0a3ad4aa-7663-42f9-8ef3-8cec99cc3e8b,3.42E+11,4.05E+15,BAJAJ FINSERV VENTURES LIMITED,BAJAJ FINSERV VENTURES LIMITED,AHMED NAGAR,5.2.2.0.301,11,136,122.187.204.107,33219,10.0.4.42,Discovered,1.68E+12,1.71E+12,0,1
10:F0:68:33:92:10,6223dd59-e6db-4311-947a-477e3a4f5636,0a3ad4aa-7663-42f9-8ef3-8cec99cc3e8b,3.42E+11,4.05E+15,BAJAJ FINSERV VENTURES LIMITED,BAJAJ FINSERV VENTURES LIMITED,BANGALORE,5.2.2.0.301,11,128,125.21.128.3,44225,10.0.7.3,Discovered,1.68E+12,1.71E+12,11,1
10:F0:68:33:94:00,6223dd59-e6db-4311-947a-477e3a4f5636,0a3ad4aa-7663-42f9-8ef3-8cec99cc3e8b,3.42E+11,4.04E+15,BAJAJ FINSERV VENTURES LIMITED,BAJAJ FINSERV VENTURES LIMITED,COIMBATORE,5.2.2.0.301,6,157,125.21.113.59,56043,10.0.12.98,Discovered,1.69E+12,1.71E+12,3,1
10:F0:68:33:95:80,6223dd59-e6db-4311-947a-477e3a4f5636,0a3ad4aa-7663-42f9-8ef3-8cec99cc3e8b,3.42E+11,4.06E+15,BAJAJ FINSERV VENTURES LIMITED,BAJAJ FINSERV VENTURES LIMITED,LUDHIANA,5.2.2.0.301,1,136,122.184.126.170,38448,10.0.42.18,Discovered,1.68E+12,1.71E+12,4,1
