AP MAC,zoneId,apGroupId,AP Serial,AP Name,Zone Name,AP Description,AP Location,AP S/W Version,wifi24Channel,wifi50Channel,NAS IP (externalIp),NAS Port (externalPort),AP IP,AP Provisioned Method,AP Approved Time,AP Last Seen,Connected Client counts,Management VLAN
80:BC:37:0D:2E:B0,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,3.12E+11,4.05E+15,Jain Kanakpura,"CHLUKYA	ROOM 301	D BLOCK",Kanakpura Bangalore,5.2.2.0.301,12,116,125.17.13.54,50657,10.0.44.239,Discovered,1.69E+12,1.71E+12,0,1
80:BC:37:0D:2E:E0,29f16097-ce14-433a-9874-43ceee97f808,57f51c14-6026-48e3-bff3-62a822c00ed9,3.12E+11,4.05E+15,Atos Syntel,"5th Floor ,Outside the Meeting Room -2",PUNE,5.2.2.0.301,1,128,182.78.48.3,40563,10.0.4.69,Discovered,1.68E+12,1.71E+12,0,1
80:BC:37:0D:2F:10,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,3.12E+11,4.05E+15,Jain Kanakpura,"HOYSALA 	ROOM 104	B BLOCK",Kanakpura Bangalore,5.2.2.0.301,6,149,125.17.13.54,39969,10.0.44.111,Discovered,1.68E+12,1.71E+12,0,1
80:BC:37:0D:2F:A0,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,3.12E+11,4.05E+15,Jain Kanakpura,SET-Academy Room No.212,kanakpura Bangalore,5.2.2.0.301,7,100,125.17.13.54,45522,10.0.44.21,Discovered,1.68E+12,1.71E+12,0,1
80:BC:37:0D:2F:F0,83c8c69b-eb1d-4763-adff-51c19478e009,fb1037b3-a55e-4688-90cb-7a230d63cb41,3.12E+11,4.05E+15,NSE Kohinoor,Near meeting room right,KURLA MUMBAI,5.2.2.0.301,11,161,125.20.72.27,34872,10.0.2.7,Discovered,1.70E+12,1.71E+12,2,1
80:BC:37:0D:30:10,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,3.12E+11,4.05E+15,Jain Kanakpura,"CHLUKYA	ROOM 201 	B BLOCK",Kanakpura Bangalore,5.2.2.0.301,5,36,125.17.13.54,34952,10.0.44.194,Discovered,1.68E+12,1.71E+12,2,1
80:BC:37:0D:30:E0,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,3.12E+11,4.05E+15,Jain Kanakpura,"JIRS 	ROOM 18",Kanakpura Bangalore,5.2.2.0.301,10,104,125.17.13.54,57305,10.0.44.247,Discovered,1.68E+12,1.71E+12,1,1
80:BC:37:0D:31:20,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,3.12E+11,4.05E+15,Jain Kanakpura,"CHLUKYA	ROOM 204	B BLOCK",Kanakpura Bangalore,5.2.2.0.301,3,100,125.17.13.54,48373,10.0.44.196,Discovered,1.68E+12,1.71E+12,0,1
80:BC:37:0D:32:E0,79843b6f-b6f1-4942-8273-79c3345c26e6,208f6e09-ff7d-4098-910d-f710b790f35c,3.12E+11,4.04E+15,Infosys BPM Limited,"Infosys BPM Limited ,2nd Floor Work-station",Navalur Chennai,5.2.2.0.301,11,128,125.20.30.41,44579,10.0.12.68,Discovered,1.68E+12,1.71E+12,18,1
80:BC:37:0D:36:60,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,3.12E+11,4.05E+15,Jain Kanakpura,"SUVUDHI GIRLS HOSTEL	ROOM 107",Kanakpura Bangalore,5.2.2.0.301,12,48,125.17.13.54,57953,10.0.44.66,Discovered,1.68E+12,1.71E+12,0,1
80:BC:37:0D:37:60,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,3.12E+11,4.05E+15,Jain Kanakpura,"HOYSALA 	ROOM 105	A BLOCK",Kanakpura Bangalore,5.2.2.0.301,3,48,125.17.13.54,35850,10.0.44.92,Discovered,1.68E+12,1.71E+12,0,1
80:BC:37:0D:37:A0,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,3.12E+11,4.05E+15,Jain Kanakpura,"CHLUKYA	ROOM 07	B BLOCK",Kanakpura Bangalore,5.2.2.0.301,10,157,125.17.13.54,47653,10.0.44.188,Discovered,1.68E+12,1.71E+12,0,1
80:BC:37:0D:38:70,64cf4888-ab0b-43a5-8ccb-aba25f017a0c,df4aacb2-7862-4e10-bc86-98d1e1a68d0f,3.12E+11,4.05E+15,NSE BKC,3rd Floor -A-Wing AUDITOR,Mumbai,5.2.2.0.301,6,157,122.186.172.34,58922,192.168.10.169,Discovered,1.68E+12,1.71E+12,12,1
80:BC:37:0D:38:A0,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,3.12E+11,4.05E+15,Jain Kanakpura,"HOYSALA 	ROOM 03	A BLOCK",Kanakpura Bangalore,5.2.2.0.301,10,100,125.17.13.54,47489,10.0.44.85,Discovered,1.68E+12,1.71E+12,0,1
80:BC:37:0D:38:D0,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,3.12E+11,4.05E+15,Jain Kanakpura,"JIRS 	ROOM 117",Kanakpura Bangalore,5.2.2.0.301,8,116,125.17.13.54,58244,10.0.45.2,Discovered,1.68E+12,1.71E+12,1,1
80:BC:37:0D:3A:70,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,3.12E+11,4.05E+15,Jain Kanakpura,"HOYSALA 	ROOM 07	A BLOCK",Kanakpura Bangalore,5.2.2.0.301,3,136,125.17.13.54,55904,10.0.44.88,Discovered,1.68E+12,1.71E+12,0,1
80:BC:37:0D:3B:B0,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,3.12E+11,4.05E+15,Jain Kanakpura,"SUVUDHI GIRLS HOSTEL	ROOM 311",Kanakpura Bangalore,5.2.2.0.301,8,104,125.17.13.54,42198,10.0.44.78,Discovered,1.68E+12,1.71E+12,0,1
80:BC:37:0D:3B:F0,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,3.12E+11,4.05E+15,Jain Kanakpura,SET-Academy Room No.113-A,Bangalore,5.2.2.0.301,9,124,125.17.13.54,51813,10.0.45.43,Discovered,1.69E+12,1.71E+12,3,1
80:BC:37:0D:3D:D0,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,3.12E+11,4.05E+15,Jain Kanakpura,"SUVUDHI GIRLS HOSTEL	ROOM 113",Kanakpura Bangalore,5.2.2.0.301,6,124,125.17.13.54,60311,10.0.44.64,Discovered,1.68E+12,1.71E+12,0,1
80:BC:37:0D:3E:40,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,3.12E+11,4.05E+15,Jain Kanakpura,"MECHANICAL ROOM 	ROOM 209",Kanakpura Bangalore,5.2.2.0.301,13,56,122.187.109.194,54688,10.0.44.33,Discovered,1.68E+12,1.69E+12,0,1
80:BC:37:0D:3F:A0,83c8c69b-eb1d-4763-adff-51c19478e009,fb1037b3-a55e-4688-90cb-7a230d63cb41,3.12E+11,4.05E+15,NSE Kohinoor,NEAR MEMBERSHIP COMPLIANCE,KURLA MUMBAI,5.2.2.0.301,1,40,125.20.72.27,52961,10.0.2.28,Discovered,1.70E+12,1.71E+12,2,1
80:BC:37:0D:41:E0,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,3.12E+11,4.05E+15,Jain Kanakpura,SET-Academy Room No.202,kanakpura Bangalore,5.2.2.0.301,12,120,125.17.13.54,52209,10.0.44.9,Discovered,1.68E+12,1.71E+12,4,1
80:BC:37:0D:41:F0,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,3.12E+11,4.05E+15,Jain Kanakpura,"JIRS 	ROOM 17",Kanakpura Bangalore,5.2.2.0.301,7,52,125.17.13.54,47485,10.0.44.246,Discovered,1.68E+12,1.71E+12,1,1
80:BC:37:0D:42:50,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,3.12E+11,4.05E+15,Jain Kanakpura,"JIRS 	ROOM 01",Kanakpura Bangalore,5.2.2.0.301,3,100,125.17.13.54,49232,10.0.45.9,Discovered,1.68E+12,1.71E+12,3,1
80:BC:37:0D:44:60,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,3.12E+11,4.05E+15,Jain Kanakpura,"HOYSALA 	ROOM 01 A BLOCK",Kanakpura Bangalore,5.2.2.0.301,4,149,125.17.13.54,35696,10.0.44.84,Discovered,1.68E+12,1.71E+12,0,1
80:BC:37:0D:44:D0,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,3.12E+11,4.05E+15,Jain Kanakpura,"CHLUKYA	ROOM 201	A BLOCK",Kanakpura Bangalore,5.2.2.0.301,1,116,125.17.13.54,36095,10.0.44.174,Discovered,1.68E+12,1.71E+12,1,1
80:BC:37:0D:45:70,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,3.12E+11,4.05E+15,Jain Kanakpura,SET-Academy Room No.113-C,Bangalore,5.2.2.0.301,8,132,125.17.13.54,38719,10.0.45.48,Discovered,1.69E+12,1.71E+12,3,1
80:BC:37:0D:47:40,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,3.12E+11,4.05E+15,Jain Kanakpura,SET-Academy Room No.408,Kanakpura Bangalore,5.2.2.0.301,13,60,125.17.13.54,45763,10.0.44.38,Discovered,1.68E+12,1.71E+12,2,1
80:BC:37:0D:4B:C0,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,3.12E+11,4.05E+15,Jain Kanakpura,SET-Academy Room No.009,kanakpura Bangalore,5.2.2.0.301,9,36,125.17.13.54,37336,10.0.44.14,Discovered,1.68E+12,1.71E+12,5,1
80:BC:37:0D:4C:20,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,3.12E+11,4.05E+15,Jain Kanakpura,SET-Academy Room No.005,Kanakpura Bangalore,5.2.2.0.301,12,149,125.17.13.54,58229,10.0.44.4,Discovered,1.68E+12,1.71E+12,0,1
80:BC:37:0D:4C:80,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,3.12E+11,4.05E+15,Jain Kanakpura,SET-Academy Room No.312,Kanakpura Bangalore,5.2.2.0.301,3,48,125.17.13.54,36391,10.0.44.24,Discovered,1.68E+12,1.71E+12,0,1
80:BC:37:0D:4C:B0,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,3.12E+11,4.05E+15,Jain Kanakpura,"HOYSALA 	ROOM 303	C BLOCK",Kanakpura Bangalore,5.2.2.0.301,13,136,125.17.13.54,44924,10.0.44.140,Discovered,1.68E+12,1.71E+12,0,1
80:BC:37:0D:4D:00,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,3.12E+11,4.05E+15,Jain Kanakpura,"HOYSALA 	ROOM 04	B BLOCK",Kanakpura Bangalore,5.2.2.0.301,5,100,125.17.13.54,55543,10.0.44.106,Discovered,1.68E+12,1.71E+12,0,1
80:BC:37:0D:4D:10,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,3.12E+11,4.05E+15,Jain Kanakpura,SET-Academy Room No.113-B,Bangalore,5.2.2.0.301,11,100,125.17.13.54,56295,10.0.45.45,Discovered,1.69E+12,1.71E+12,2,1
80:BC:37:0D:4D:90,29f16097-ce14-433a-9874-43ceee97f808,bb654905-3272-4829-a522-11c797bf3b3f,3.12E+11,4.04E+15,Atos Syntel,SBD-1;4th Floor- B-Wing,SIRUSERI CHENNAI,5.2.2.0.301,6,100,125.21.234.235,54642,10.0.12.146,Discovered,1.68E+12,1.71E+12,0,1
80:BC:37:0D:4D:B0,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,3.12E+11,4.05E+15,Jain Kanakpura,"HOYSALA 	ROOM 307	D BLOCK",Kanakpura Bangalore,5.2.2.0.301,4,132,125.17.13.54,44414,10.0.44.163,Discovered,1.68E+12,1.71E+12,0,1
80:BC:37:0D:4D:C0,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,3.12E+11,4.05E+15,Jain Kanakpura,"HOYSALA 	ROOM 207	A BLOCK",Kanakpura Bangalore,5.2.2.0.301,12,60,125.17.13.54,37440,10.0.44.98,Discovered,1.68E+12,1.71E+12,0,1
80:BC:37:0D:4D:F0,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,3.12E+11,4.05E+15,Jain Kanakpura,"JIRS 	ROOM 102",Kanakpura Bangalore,5.2.2.0.301,4,40,125.17.13.54,34654,10.0.45.17,Discovered,1.68E+12,1.71E+12,0,1
80:BC:37:0D:4E:90,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,3.12E+11,4.05E+15,Jain Kanakpura,"HOYSALA 	ROOM 204 	D BLOCK",Kanakpura Bangalore,5.2.2.0.301,8,116,125.17.13.54,38847,10.0.44.156,Discovered,1.68E+12,1.71E+12,0,1
80:BC:37:0D:4F:70,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,3.12E+11,4.05E+15,Jain Kanakpura,"JIRS 	ROOM 110",Kanakpura Bangalore,5.2.2.0.301,10,36,125.17.13.54,43437,10.0.45.4,Discovered,1.68E+12,1.71E+12,4,1
80:BC:37:0D:4F:A0,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,3.12E+11,4.05E+15,Jain Kanakpura,"CHLUKYA	ROOM 305	C BLOCK",Kanakpura Bangalore,5.2.2.0.301,2,132,125.17.13.54,57853,10.0.44.222,Discovered,1.68E+12,1.71E+12,1,1
80:BC:37:0D:4F:C0,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,3.12E+11,4.05E+15,Jain Kanakpura,"SUVUDHI GIRLS HOSTEL	ROOM 116",Kanakpura Bangalore,5.2.2.0.301,3,149,125.17.13.54,51990,10.0.44.63,Discovered,1.68E+12,1.71E+12,0,1
80:BC:37:0D:4F:D0,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,3.12E+11,4.05E+15,Jain Kanakpura,"CHLUKYA	ROOM 105	D BLOCK",Kanakpura Bangalore,5.2.2.0.301,10,48,125.17.13.54,33096,10.0.44.232,Discovered,1.69E+12,1.71E+12,1,1
80:BC:37:0D:4F:F0,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,3.12E+11,4.05E+15,Jain Kanakpura,"HOYSALA 	ROOM 107	C BLOCK",Kanakpura Bangalore,5.2.2.0.301,11,149,125.17.13.54,56101,10.0.44.133,Discovered,1.68E+12,1.71E+12,0,1
80:BC:37:0D:50:50,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,3.12E+11,4.05E+15,Jain Kanakpura,"CHLUKYA	ROOM 02	B BLOCK",Kanakpura Bangalore,5.2.2.0.301,8,124,125.17.13.54,41464,10.0.44.185,Discovered,1.68E+12,1.71E+12,1,1
80:BC:37:0D:52:40,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,3.12E+11,4.05E+15,Jain Kanakpura,"HOYSALA 	ROOM 203	C BLOCK",Kanakpura Bangalore,5.2.2.0.301,1,157,125.17.13.54,33466,10.0.44.135,Discovered,1.68E+12,1.71E+12,0,1
80:BC:37:0D:53:A0,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,3.12E+11,4.05E+15,Jain Kanakpura,"JIRS 	ROOM 116",Kanakpura Bangalore,5.2.2.0.301,9,153,125.17.13.54,52737,10.0.45.1,Discovered,1.68E+12,1.71E+12,0,1
80:BC:37:0D:54:D0,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,3.12E+11,4.05E+15,Jain Kanakpura,"JIRS 	ROOM 203",Kanakpura Bangalore,5.2.2.0.301,7,100,125.17.13.54,40996,10.0.45.26,Discovered,1.68E+12,1.71E+12,1,1
80:BC:37:0D:55:C0,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,3.12E+11,4.05E+15,Jain Kanakpura,"HOYSALA 	ROOM 207	C BLOCK",Kanakpura Bangalore,5.2.2.0.301,12,64,125.17.13.54,48997,10.0.44.138,Discovered,1.68E+12,1.71E+12,0,1
80:BC:37:0D:55:E0,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,3.12E+11,4.05E+15,Jain Kanakpura,"HOYSALA 	ROOM 201	C BLOCK",Kanakpura Bangalore,5.2.2.0.301,13,40,125.17.13.54,43073,10.0.44.134,Discovered,1.68E+12,1.71E+12,0,1
80:BC:37:0D:56:40,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,3.12E+11,4.05E+15,Jain Kanakpura,"CHLUKYA	ROOM 105	B BLOCK",Kanakpura Bangalore,5.2.2.0.301,4,120,125.17.13.54,55469,10.0.44.192,Discovered,1.68E+12,1.71E+12,0,1
80:BC:37:0D:56:90,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,3.12E+11,4.05E+15,Jain Kanakpura,"CHLUKYA	ROOM 301	B BLOCK",Bangalore,5.2.2.0.301,12,136,122.187.109.194,37136,10.0.44.199,Discovered,1.68E+12,1.69E+12,0,0
80:BC:37:0D:56:E0,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,3.12E+11,4.05E+15,Jain Kanakpura,"SUVUDHI GIRLS HOSTEL	ROOM 210",Kanakpura Bangalore,5.2.2.0.301,2,128,125.17.13.54,54328,10.0.44.74,Discovered,1.68E+12,1.71E+12,0,1
80:BC:37:0D:57:90,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,3.12E+11,4.05E+15,Jain Kanakpura,"SUVUDHI GIRLS HOSTEL	ROOM 203",Kanakpura Bangalore,5.2.2.0.301,7,153,125.17.13.54,34791,10.0.44.75,Discovered,1.68E+12,1.71E+12,0,1
80:BC:37:0D:57:C0,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,3.12E+11,4.05E+15,Jain Kanakpura,SET - Academy Room No.113-B,Bangalore,5.2.2.0.301,2,153,125.17.13.54,39008,10.0.45.46,Discovered,1.69E+12,1.71E+12,1,1
80:BC:37:0D:58:00,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,3.12E+11,4.05E+15,Jain Kanakpura,"JIRS 	ROOM 05",Kanakpura Bangalore,5.2.2.0.301,7,100,125.17.13.54,55363,10.0.45.12,Discovered,1.68E+12,1.71E+12,0,1
80:BC:37:0D:58:10,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,3.12E+11,4.05E+15,Jain Kanakpura,SET - Academy Room No.302,kanakpura Bangalore,5.2.2.0.301,6,100,125.17.13.54,52691,10.0.44.12,Discovered,1.68E+12,1.71E+12,0,1
80:BC:37:0D:58:50,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,3.12E+11,4.05E+15,Jain Kanakpura,"HOYSALA 	ROOM 105	C BLOCK",Kanakpura Bangalore,5.2.2.0.301,13,153,125.17.13.54,44214,10.0.44.132,Discovered,1.68E+12,1.71E+12,0,1
80:BC:37:0D:58:90,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,3.12E+11,4.05E+15,Jain Kanakpura,"JIRS 	ROOM 06",Kanakpura Bangalore,5.2.2.0.301,5,36,125.17.13.54,33724,10.0.45.13,Discovered,1.68E+12,1.71E+12,3,1
80:BC:37:0D:59:10,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,3.12E+11,4.05E+15,Jain Kanakpura,SET - Academy Room No.303,kanakpura Bangalore,5.2.2.0.301,7,149,125.17.13.54,51544,10.0.44.13,Discovered,1.68E+12,1.71E+12,20,1
80:BC:37:0D:59:40,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,3.12E+11,4.05E+15,Jain Kanakpura,UL LAB-Corridor,Bangalore,5.2.2.0.301,3,116,125.17.13.54,40055,10.0.45.38,Discovered,1.69E+12,1.71E+12,2,1
80:BC:37:0D:59:80,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,3.12E+11,4.05E+15,Jain Kanakpura,SET-Academy Room No.317,Kanakpura Bangalore,5.2.2.0.301,7,149,125.17.13.54,60461,10.0.44.28,Discovered,1.68E+12,1.71E+12,8,1
80:BC:37:0D:59:C0,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,3.12E+11,4.05E+15,Jain Kanakpura,SET-Academy Room No.218,kanakpura Bangalore,5.2.2.0.301,6,56,125.17.13.54,39440,10.0.44.17,Discovered,1.68E+12,1.71E+12,9,1
80:BC:37:0D:5A:40,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,3.12E+11,4.05E+15,Jain Kanakpura,"CHLUKYA	ROOM 304	C BLOCK",Kanakpura Bangalore,5.2.2.0.301,5,52,125.17.13.54,60448,10.0.44.221,Discovered,1.68E+12,1.71E+12,0,1
80:BC:37:0D:5A:80,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,3.12E+11,4.05E+15,Jain Kanakpura,"CHLUKYA	ROOM 01	D BLOCK",Kanakpura Bangalore,5.2.2.0.301,11,52,125.17.13.54,43911,10.0.44.224,Discovered,1.68E+12,1.71E+12,2,1
80:BC:37:0D:5A:D0,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,3.12E+11,4.05E+15,Jain Kanakpura,"JIRS 	ROOM 104",Kanakpura Bangalore,5.2.2.0.301,1,56,125.17.13.54,33304,10.0.45.19,Discovered,1.68E+12,1.71E+12,1,1
80:BC:37:0D:5B:60,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,3.12E+11,4.05E+15,Jain Kanakpura,"JIRS 	ROOM 210",Kanakpura Bangalore,5.2.2.0.301,2,52,125.17.13.54,52272,10.0.45.6,Discovered,1.68E+12,1.71E+12,0,1
80:BC:37:0D:5B:80,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,3.12E+11,4.05E+15,Jain Kanakpura,"CHLUKYA	ROOM 207	B BLOCK",Kanakpura Bangalore,5.2.2.0.301,12,136,125.17.13.54,39406,10.0.44.198,Discovered,1.68E+12,1.71E+12,0,1
80:BC:37:0D:5B:E0,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,3.12E+11,4.05E+15,Jain Kanakpura,"SUVUDHI GIRLS HOSTEL	ROOM 106",Kanakpura Bangalore,5.2.2.0.301,8,157,125.17.13.54,32976,10.0.44.68,Discovered,1.68E+12,1.71E+12,0,1
80:BC:37:0D:5C:90,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,3.12E+11,4.05E+15,Jain Kanakpura,SET - Academy Room No.203,kanakpura Bangalore,5.2.2.0.301,8,132,125.17.13.54,54334,10.0.44.10,Discovered,1.68E+12,1.71E+12,4,1
80:BC:37:0D:5E:90,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,3.12E+11,4.05E+15,Jain Kanakpura,"CHLUKYA	ROOM 101	A BLOCK",Kanakpura Bangalore,5.2.2.0.301,13,56,125.17.13.54,34568,10.0.44.169,Discovered,1.68E+12,1.71E+12,0,1
80:BC:37:0D:60:B0,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,3.12E+11,4.05E+15,Jain Kanakpura,"CHLUKYA	ROOM 02	A BLOCK",Kanakpura Bangalore,5.2.2.0.301,10,108,125.17.13.54,42187,10.0.44.165,Discovered,1.68E+12,1.71E+12,0,1
80:BC:37:0D:61:10,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,3.12E+11,4.05E+15,Jain Kanakpura,"HOYSALA 	ROOM 03	B BLOCK",Kanakpura Bangalore,5.2.2.0.301,10,44,125.17.13.54,32944,10.0.44.105,Discovered,1.68E+12,1.71E+12,0,1
80:BC:37:0D:61:60,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,3.12E+11,4.05E+15,Jain Kanakpura,"HOYSALA 	ROOM 01	D BLOCK",Kanakpura Bangalore,5.2.2.0.301,9,116,125.17.13.54,40632,10.0.44.144,Discovered,1.68E+12,1.71E+12,1,1
80:BC:37:0D:61:D0,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,3.12E+11,4.05E+15,Jain Kanakpura,"HOYSALA 	ROOM 103	D BLOCK",Kanakpura Bangalore,5.2.2.0.301,3,40,125.17.13.54,37000,10.0.44.150,Discovered,1.68E+12,1.71E+12,1,1
80:BC:37:0D:61:F0,b9d6124f-c41d-4aa2-b45c-f690f429e2b1,83d14bd4-ca67-4ab4-b946-42a15693e1dc,3.12E+11,4.05E+15,Jain Kanakpura,"CHLUKYA	ROOM 204	D BLOCK",Kanakpura Bangalore,5.2.2.0.301,11,116,125.17.13.54,56135,10.0.44.236,Discovered,1.69E+12,1.71E+12,0,1
